PRODUCT_ID,DATE,PRICE,QUANTITY
6,2023-01-06,100.46,73
7,2023-01-06,54.57,65
8,2023-01-06,87.75,72
9,2023-01-06,59.66,75
10,2023-01-06,16.02,80
11,2023-01-06,22.88,70
12,2023-01-06,96.3,77
13,2023-01-06,65.91,82
14,2023-01-06,80.24,68
15,2023-01-06,94.21,67
16,2023-01-06,93.5,76
17,2023-01-06,53.71,68
18,2023-01-06,91.09,75
19,2023-01-06,12.33,63
20,2023-01-06,22.09,72
1,2023-01-07,44.59,66
2,2023-01-07,99.24,70
3,2023-01-07,32.34,71
4,2023-01-07,49.21,70
5,2023-01-07,66.27,61
6,2023-01-07,102.52,71
7,2023-01-07,64.19,56
8,2023-01-07,87.75,67
9,2023-01-07,65.15,74
10,2023-01-07,17.43,79
11,2023-01-07,19.26,61
12,2023-01-07,83.94,72
13,2023-01-07,61.44,81
14,2023-01-07,91.68,60
15,2023-01-07,75.34,58
16,2023-01-07,97.38,68
17,2023-01-07,49.46,67
18,2023-01-07,80.64,74
19,2023-01-07,13.97,56
20,2023-01-07,19.3,62
1,2023-01-08,46.63,56
2,2023-01-08,99.24,66
3,2023-01-08,32.34,61
4,2023-01-08,43.1,62
5,2023-01-08,76.89,58
6,2023-01-08,77.5,70
7,2023-01-08,64.19,46
8,2023-01-08,85.65,64
9,2023-01-08,55.2,66
10,2023-01-08,17.08,72
11,2023-01-08,22.22,53
12,2023-01-08,96.3,71
13,2023-01-08,52.75,75
14,2023-01-08,91.68,53
15,2023-01-08,84.5,50
16,2023-01-08,107.22,59
17,2023-01-08,47.99,57
18,2023-01-08,80.64,71
19,2023-01-08,10.49,50
20,2023-01-08,24.68,61
1,2023-01-09,38.69,53
2,2023-01-09,103.07,65
3,2023-01-09,32.34,54
4,2023-01-09,49.21,60
5,2023-01-09,67.56,51
6,2023-01-09,76.81,62
7,2023-01-09,62.62,38
8,2023-01-09,95.61,58
9,2023-01-09,59.58,60
10,2023-01-09,16.02,68
11,2023-01-09,21.95,50
12,2023-01-09,96.3,69
13,2023-01-09,63.63,66
14,2023-01-09,100.6,49
15,2023-01-09,84.5,41
16,2023-01-09,97.38,54
17,2023-01-09,51.2,56
18,2023-01-09,90.07,62
19,2023-01-09,12.33,47
20,2023-01-09,24.83,57
1,2023-01-10,44.59,45
2,2023-01-10,85.29,55
3,2023-01-10,36.51,45
4,2023-01-10,49.21,53
5,2023-01-10,76.89,42
6,2023-01-10,89.37,56
7,2023-01-10,66.83,37
8,2023-01-10,87.75,52
9,2023-01-10,59.58,52
10,2023-01-10,16.02,67
11,2023-01-10,21.95,44
12,2023-01-10,91.54,68
13,2023-01-10,58.8,59
14,2023-01-10,91.68,43
15,2023-01-10,87.74,33
16,2023-01-10,91.29,47
17,2023-01-10,49.46,53
18,2023-01-10,80.64,53
19,2023-01-10,12.33,42
20,2023-01-10,22.5,48
1,2023-01-11,50.28,40
2,2023-01-11,98.68,53
3,2023-01-11,32.34,42
4,2023-01-11,48.05,49
5,2023-01-11,76.89,32
6,2023-01-11,89.37,55
7,2023-01-11,64.19,34
8,2023-01-11,87.75,50
9,2023-01-11,59.58,47
10,2023-01-11,16.02,65
11,2023-01-11,21.95,39
12,2023-01-11,96.3,62
13,2023-01-11,58.8,52
14,2023-01-11,89.25,37
15,2023-01-11,96.0,23
16,2023-01-11,97.38,40
17,2023-01-11,49.46,49
18,2023-01-11,80.64,43
19,2023-01-11,13.38,33
20,2023-01-11,24.57,38
1,2023-01-12,44.59,37
2,2023-01-12,99.24,43
3,2023-01-12,27.81,37
4,2023-01-12,49.21,42
5,2023-01-12,76.89,25
6,2023-01-12,89.37,50
7,2023-01-12,55.99,25
8,2023-01-12,87.75,40
9,2023-01-12,65.06,41
10,2023-01-12,18.39,61
11,2023-01-12,24.69,29
12,2023-01-12,96.3,54
13,2023-01-12,58.8,46
14,2023-01-12,95.22,36
15,2023-01-12,71.97,14
16,2023-01-12,83.83,35
17,2023-01-12,49.46,45
18,2023-01-12,73.44,40
19,2023-01-12,13.69,32
20,2023-01-12,22.5,31
1,2023-01-13,44.59,30
2,2023-01-13,99.24,39
3,2023-01-13,32.34,28
4,2023-01-13,49.21,33
5,2023-01-13,72.25,17
6,2023-01-13,77.03,45
7,2023-01-13,71.05,22
8,2023-01-13,94.82,37
9,2023-01-13,61.21,37
10,2023-01-13,16.02,53
11,2023-01-13,20.51,21
12,2023-01-13,96.3,48
13,2023-01-13,58.8,37
14,2023-01-13,89.12,32
15,2023-01-13,84.5,4
16,2023-01-13,92.58,26
17,2023-01-13,47.09,43
18,2023-01-13,76.62,35
19,2023-01-13,12.33,24
20,2023-01-13,22.5,26
1,2023-01-14,45.46,20
2,2023-01-14,100.66,30
3,2023-01-14,32.34,21
4,2023-01-14,49.61,24
5,2023-01-14,76.89,11
6,2023-01-14,100.46,40
7,2023-01-14,64.19,15
8,2023-01-14,87.75,29
9,2023-01-14,59.58,33
10,2023-01-14,15.29,48
11,2023-01-14,21.95,15
12,2023-01-14,96.3,43
13,2023-01-14,58.8,33
14,2023-01-14,80.01,27
15,2023-01-14,72.71,3
16,2023-01-14,97.38,21
17,2023-01-14,45.55,40
18,2023-01-14,89.74,31
19,2023-01-14,12.74,21
20,2023-01-14,20.96,17
1,2023-01-15,49.52,17
2,2023-01-15,99.24,27
3,2023-01-15,36.06,18
4,2023-01-15,49.21,17
5,2023-01-15,76.89,9
6,2023-01-15,89.37,34
7,2023-01-15,64.19,8
8,2023-01-15,82.19,21
9,2023-01-15,67.87,30
10,2023-01-15,16.02,43
11,2023-01-15,21.95,14
12,2023-01-15,92.43,34
13,2023-01-15,66.7,27
14,2023-01-15,104.58,20
15,2023-01-15,84.5,100
16,2023-01-15,98.87,20
17,2023-01-15,49.46,33
18,2023-01-15,81.82,21
19,2023-01-15,11.05,18
20,2023-01-15,22.5,13
1,2023-01-16,44.59,16
2,2023-01-16,99.24,19
3,2023-01-16,35.75,16
4,2023-01-16,49.21,11
5,2023-01-16,79.78,100
6,2023-01-16,89.37,28
7,2023-01-16,55.4,7
8,2023-01-16,87.75,13
9,2023-01-16,59.58,29
10,2023-01-16,16.02,39
11,2023-01-16,21.95,12
12,2023-01-16,96.3,27
13,2023-01-16,51.34,21
14,2023-01-16,91.68,14
15,2023-01-16,83.76,97
16,2023-01-16,93.55,14
17,2023-01-16,49.46,32
18,2023-01-16,80.64,11
19,2023-01-16,11.36,10
20,2023-01-16,20.05,6
1,2023-01-17,44.59,9
2,2023-01-17,94.77,9
3,2023-01-17,36.19,7
4,2023-01-17,49.21,10
5,2023-01-17,79.35,90
6,2023-01-17,81.3,23
7,2023-01-17,67.17,100
8,2023-01-17,87.75,5
9,2023-01-17,59.58,25
10,2023-01-17,16.11,35
11,2023-01-17,24.49,7
12,2023-01-17,96.3,20
13,2023-01-17,57.28,15
14,2023-01-17,94.35,7
15,2023-01-17,96.92,90
16,2023-01-17,97.38,12
17,2023-01-17,52.79,23
18,2023-01-17,87.16,2
19,2023-01-17,12.33,100
20,2023-01-17,22.5,100
1,2023-01-18,44.02,1
2,2023-01-18,99.24,7
3,2023-01-18,32.62,6
4,2023-01-18,49.21,2
5,2023-01-18,68.49,88
6,2023-01-18,89.37,15
7,2023-01-18,71.64,92
8,2023-01-18,87.75,2
9,2023-01-18,52.39,15
10,2023-01-18,15.2,27
11,2023-01-18,21.95,100
12,2023-01-18,103.54,15
13,2023-01-18,64.94,10
14,2023-01-18,91.68,4
15,2023-01-18,74.64,83
16,2023-01-18,93.68,2
17,2023-01-18,49.46,19
18,2023-01-18,82.43,100
19,2023-01-18,12.33,95
20,2023-01-18,25.68,96
1,2023-01-19,38.65,100
2,2023-01-19,99.24,100
3,2023-01-19,32.34,3
4,2023-01-19,56.14,100
5,2023-01-19,68.74,85
6,2023-01-19,91.29,7
7,2023-01-19,64.19,91
8,2023-01-19,87.75,100
9,2023-01-19,68.25,6
10,2023-01-19,14.69,24
11,2023-01-19,22.58,96
12,2023-01-19,96.3,5
13,2023-01-19,58.8,6
14,2023-01-19,91.68,100
15,2023-01-19,84.5,75
16,2023-01-19,97.38,100
17,2023-01-19,53.88,16
18,2023-01-19,80.64,96
19,2023-01-19,10.73,86
20,2023-01-19,21.12,90
1,2023-01-20,44.59,97
2,2023-01-20,99.24,94
3,2023-01-20,32.34,100
4,2023-01-20,49.21,99
5,2023-01-20,86.78,79
6,2023-01-20,89.37,4
7,2023-01-20,61.72,89
8,2023-01-20,83.51,96
9,2023-01-20,58.54,5
10,2023-01-20,16.02,23
11,2023-01-20,20.05,94
12,2023-01-20,100.84,100
13,2023-01-20,67.05,100
14,2023-01-20,91.68,90
15,2023-01-20,84.5,65
16,2023-01-20,97.38,99
17,2023-01-20,49.46,7
18,2023-01-20,78.26,90
19,2023-01-20,12.33,80
20,2023-01-20,22.5,80
1,2023-01-21,44.59,96
2,2023-01-21,99.24,92
3,2023-01-21,34.16,96
4,2023-01-21,49.21,92
5,2023-01-21,76.89,69
6,2023-01-21,89.37,100
7,2023-01-21,64.19,88
8,2023-01-21,87.75,89
9,2023-01-21,51.2,100
10,2023-01-21,15.01,20
11,2023-01-21,21.95,87
12,2023-01-21,96.3,91
13,2023-01-21,58.8,98
14,2023-01-21,104.83,85
15,2023-01-21,91.26,55
16,2023-01-21,97.38,92
17,2023-01-21,53.99,3
18,2023-01-21,80.64,86
19,2023-01-21,10.54,71
20,2023-01-21,19.8,70
1,2023-01-22,47.9,93
2,2023-01-22,96.03,88
3,2023-01-22,32.38,86
4,2023-01-22,49.21,91
5,2023-01-22,76.89,61
6,2023-01-22,89.37,92
7,2023-01-22,64.19,80
8,2023-01-22,87.75,83
9,2023-01-22,59.58,95
10,2023-01-22,16.02,13
11,2023-01-22,21.95,81
12,2023-01-22,98.61,90
13,2023-01-22,56.79,92
14,2023-01-22,91.68,82
15,2023-01-22,84.5,45
16,2023-01-22,97.38,83
17,2023-01-22,47.34,100
18,2023-01-22,71.9,81
19,2023-01-22,12.33,61
20,2023-01-22,21.17,63
1,2023-01-23,44.59,83
2,2023-01-23,99.24,87
3,2023-01-23,33.91,77
4,2023-01-23,54.76,90
5,2023-01-23,76.89,57
6,2023-01-23,89.37,85
7,2023-01-23,56.83,73
8,2023-01-23,79.15,77
9,2023-01-23,59.58,90
10,2023-01-23,13.69,9
11,2023-01-23,21.95,71
12,2023-01-23,107.85,82
13,2023-01-23,58.8,87
14,2023-01-23,91.68,73
15,2023-01-23,92.6,36
16,2023-01-23,94.97,76
17,2023-01-23,49.46,91
18,2023-01-23,80.64,75
19,2023-01-23,12.33,58
20,2023-01-23,21.21,54
1,2023-01-24,49.06,75
2,2023-01-24,99.24,84
3,2023-01-24,32.34,76
4,2023-01-24,49.21,83
5,2023-01-24,84.91,56
6,2023-01-24,96.51,79
7,2023-01-24,56.62,72
8,2023-01-24,87.75,74
9,2023-01-24,59.58,82
10,2023-01-24,16.02,8
11,2023-01-24,21.95,62
12,2023-01-24,96.3,79
13,2023-01-24,58.8,86
14,2023-01-24,91.68,67
15,2023-01-24,85.9,33
16,2023-01-24,109.65,69
17,2023-01-24,51.34,84
18,2023-01-24,73.28,74
19,2023-01-24,12.33,56
20,2023-01-24,19.22,45
1,2023-01-25,42.03,70
2,2023-01-25,92.76,79
3,2023-01-25,32.34,75
4,2023-01-25,49.21,73
5,2023-01-25,76.89,49
6,2023-01-25,89.37,76
7,2023-01-25,57.99,71
8,2023-01-25,90.11,66
9,2023-01-25,59.58,75
10,2023-01-25,16.02,7
11,2023-01-25,19.35,52
12,2023-01-25,96.3,72
13,2023-01-25,52.13,78
14,2023-01-25,89.62,60
15,2023-01-25,87.82,27
16,2023-01-25,110.79,65
17,2023-01-25,49.46,78
18,2023-01-25,80.64,69
19,2023-01-25,12.33,54
20,2023-01-25,22.5,43
1,2023-01-26,41.03,69
2,2023-01-26,99.24,74
3,2023-01-26,32.34,71
4,2023-01-26,48.77,70
5,2023-01-26,67.79,43
6,2023-01-26,82.27,66
7,2023-01-26,58.17,64
8,2023-01-26,87.75,63
9,2023-01-26,59.58,70
10,2023-01-26,16.42,4
11,2023-01-26,19.03,42
12,2023-01-26,94.72,63
13,2023-01-26,56.03,68
14,2023-01-26,91.68,53
15,2023-01-26,80.55,26
16,2023-01-26,84.76,55
17,2023-01-26,49.46,71
18,2023-01-26,88.26,62
19,2023-01-26,11.51,49
20,2023-01-26,22.5,38
1,2023-01-27,44.59,60
2,2023-01-27,99.24,69
3,2023-01-27,35.25,70
4,2023-01-27,49.21,61
5,2023-01-27,76.89,39
6,2023-01-27,89.37,59
7,2023-01-27,72.23,54
8,2023-01-27,86.02,57
9,2023-01-27,64.26,64
10,2023-01-27,16.02,100
11,2023-01-27,20.15,33
12,2023-01-27,96.3,57
13,2023-01-27,58.8,64
14,2023-01-27,91.68,44
15,2023-01-27,84.5,22
16,2023-01-27,103.27,49
17,2023-01-27,56.19,64
18,2023-01-27,80.64,55
19,2023-01-27,14.09,46
20,2023-01-27,24.03,29
1,2023-01-28,44.59,59
2,2023-01-28,99.24,67
3,2023-01-28,27.75,65
4,2023-01-28,49.21,55
5,2023-01-28,76.89,37
6,2023-01-28,94.04,55
7,2023-01-28,55.38,47
8,2023-01-28,88.94,48
9,2023-01-28,59.58,61
10,2023-01-28,16.03,92
11,2023-01-28,21.95,30
12,2023-01-28,82.89,50
13,2023-01-28,58.8,60
14,2023-01-28,91.68,40
15,2023-01-28,84.5,19
16,2023-01-28,97.38,43
17,2023-01-28,49.46,60
18,2023-01-28,80.64,51
19,2023-01-28,14.02,36
20,2023-01-28,20.93,24
1,2023-01-29,44.59,50
2,2023-01-29,99.24,64
3,2023-01-29,30.68,62
4,2023-01-29,53.61,49
5,2023-01-29,76.89,36
6,2023-01-29,101.61,52
7,2023-01-29,64.09,37
8,2023-01-29,80.32,41
9,2023-01-29,59.58,56
10,2023-01-29,16.02,87
11,2023-01-29,22.67,29
12,2023-01-29,96.3,49
13,2023-01-29,58.8,51
14,2023-01-29,91.68,32
15,2023-01-29,84.5,17
16,2023-01-29,101.31,34
17,2023-01-29,51.34,58
18,2023-01-29,80.64,45
19,2023-01-29,12.33,30
20,2023-01-29,24.19,21
1,2023-01-30,44.59,42
2,2023-01-30,106.42,57
3,2023-01-30,32.59,58
4,2023-01-30,55.08,44
5,2023-01-30,73.44,33
6,2023-01-30,89.37,43
7,2023-01-30,64.19,32
8,2023-01-30,87.75,32
9,2023-01-30,59.58,47
10,2023-01-30,16.45,80
11,2023-01-30,21.95,22
12,2023-01-30,85.22,48
13,2023-01-30,52.6,46
14,2023-01-30,91.68,27
15,2023-01-30,84.5,12
16,2023-01-30,97.38,28
17,2023-01-30,49.46,50
18,2023-01-30,80.64,41
19,2023-01-30,10.82,21
20,2023-01-30,22.46,20
1,2023-01-31,49.89,41
2,2023-01-31,112.66,54
3,2023-01-31,32.34,54
4,2023-01-31,51.63,38
5,2023-01-31,69.7,26
6,2023-01-31,91.84,33
7,2023-01-31,55.82,29
8,2023-01-31,79.21,23
9,2023-01-31,59.58,45
10,2023-01-31,16.02,79
11,2023-01-31,21.95,17
12,2023-01-31,96.3,44
13,2023-01-31,57.82,37
14,2023-01-31,82.89,22
15,2023-01-31,84.5,2
16,2023-01-31,87.13,23
17,2023-01-31,47.17,41
18,2023-01-31,80.64,34
19,2023-01-31,12.33,16
20,2023-01-31,24.43,19
1,2023-02-01,44.59,37
2,2023-02-01,99.24,47
3,2023-02-01,33.12,51
4,2023-02-01,49.21,29
5,2023-02-01,75.23,19
6,2023-02-01,89.37,32
7,2023-02-01,71.88,22
8,2023-02-01,87.75,15
9,2023-02-01,68.11,37
10,2023-02-01,16.02,73
11,2023-02-01,21.95,12
12,2023-02-01,82.3,34
13,2023-02-01,58.8,28
14,2023-02-01,91.68,17
15,2023-02-01,84.5,100
16,2023-02-01,103.65,19
17,2023-02-01,54.51,31
18,2023-02-01,75.23,31
19,2023-02-01,12.49,14
20,2023-02-01,21.7,10
1,2023-02-02,44.59,35
2,2023-02-02,113.63,45
3,2023-02-02,31.86,47
4,2023-02-02,49.21,27
5,2023-02-02,70.85,11
6,2023-02-02,78.08,23
7,2023-02-02,64.19,20
8,2023-02-02,87.75,9
9,2023-02-02,64.18,27
10,2023-02-02,16.02,65
11,2023-02-02,21.46,8
12,2023-02-02,96.3,29
13,2023-02-02,58.8,23
14,2023-02-02,91.68,16
15,2023-02-02,84.5,98
16,2023-02-02,96.37,10
17,2023-02-02,52.53,28
18,2023-02-02,80.64,23
19,2023-02-02,12.41,4
20,2023-02-02,22.5,7
1,2023-02-03,45.17,25
2,2023-02-03,100.17,40
3,2023-02-03,32.34,38
4,2023-02-03,49.21,24
5,2023-02-03,74.09,3
6,2023-02-03,89.37,22
7,2023-02-03,64.19,13
8,2023-02-03,87.75,3
9,2023-02-03,59.58,19
10,2023-02-03,14.9,62
11,2023-02-03,21.95,3
12,2023-02-03,96.3,27
13,2023-02-03,61.43,22
14,2023-02-03,82.83,7
15,2023-02-03,84.5,88
16,2023-02-03,96.46,4
17,2023-02-03,48.89,24
18,2023-02-03,80.64,17
19,2023-02-03,13.68,3
20,2023-02-03,22.5,3
1,2023-02-04,44.59,17
2,2023-02-04,108.08,35
3,2023-02-04,29.12,35
4,2023-02-04,44.13,19
5,2023-02-04,76.89,100
6,2023-02-04,89.37,15
7,2023-02-04,64.19,7
8,2023-02-04,95.31,2
9,2023-02-04,59.58,15
10,2023-02-04,17.21,55
11,2023-02-04,22.54,1
12,2023-02-04,96.3,26
13,2023-02-04,61.27,16
14,2023-02-04,91.68,1
15,2023-02-04,91.33,85
16,2023-02-04,97.38,100
17,2023-02-04,49.46,15
18,2023-02-04,80.64,10
19,2023-02-04,13.81,100
20,2023-02-04,24.82,100
1,2023-02-05,46.5,11
2,2023-02-05,99.24,28
3,2023-02-05,32.34,26
4,2023-02-05,49.21,11
5,2023-02-05,72.21,96
6,2023-02-05,89.37,5
7,2023-02-05,56.13,2
8,2023-02-05,87.75,100
9,2023-02-05,58.81,11
10,2023-02-05,17.99,47
11,2023-02-05,21.95,100
12,2023-02-05,96.3,17
13,2023-02-05,58.8,11
14,2023-02-05,91.68,100
15,2023-02-05,85.17,79
16,2023-02-05,97.38,94
17,2023-02-05,49.46,10
18,2023-02-05,91.03,2
19,2023-02-05,12.81,95
20,2023-02-05,25.13,96
1,2023-02-06,44.59,3
2,2023-02-06,85.89,24
3,2023-02-06,37.15,18
4,2023-02-06,49.21,4
5,2023-02-06,76.89,89
6,2023-02-06,89.37,2
7,2023-02-06,64.19,100
8,2023-02-06,90.99,98
9,2023-02-06,61.38,1
10,2023-02-06,15.44,44
11,2023-02-06,24.76,91
12,2023-02-06,96.3,10
13,2023-02-06,65.82,5
14,2023-02-06,88.54,92
15,2023-02-06,84.5,73
16,2023-02-06,95.89,89
17,2023-02-06,43.67,1
18,2023-02-06,80.64,100
19,2023-02-06,10.69,93
20,2023-02-06,25.24,93
1,2023-02-07,44.24,100
2,2023-02-07,99.24,19
3,2023-02-07,34.88,15
4,2023-02-07,49.21,100
5,2023-02-07,85.95,86
6,2023-02-07,98.37,100
7,2023-02-07,64.19,94
8,2023-02-07,87.75,89
9,2023-02-07,55.31,100
10,2023-02-07,15.59,38
11,2023-02-07,22.26,84
12,2023-02-07,96.3,5
13,2023-02-07,58.8,2
14,2023-02-07,91.68,87
15,2023-02-07,81.79,71
16,2023-02-07,110.22,85
17,2023-02-07,49.46,100
18,2023-02-07,80.64,92
19,2023-02-07,12.33,91
20,2023-02-07,22.5,90
1,2023-02-08,44.59,99
2,2023-02-08,113.78,14
3,2023-02-08,31.66,13
4,2023-02-08,49.21,94
5,2023-02-08,74.11,80
6,2023-02-08,89.37,96
7,2023-02-08,68.26,86
8,2023-02-08,99.42,84
9,2023-02-08,60.36,96
10,2023-02-08,16.02,30
11,2023-02-08,21.95,75
12,2023-02-08,96.3,100
13,2023-02-08,58.8,100
14,2023-02-08,91.68,81
15,2023-02-08,77.65,63
16,2023-02-08,97.38,79
17,2023-02-08,49.46,91
18,2023-02-08,74.02,91
19,2023-02-08,12.33,87
20,2023-02-08,22.5,80
1,2023-02-09,42.16,91
2,2023-02-09,89.78,13
3,2023-02-09,32.34,11
4,2023-02-09,56.35,90
5,2023-02-09,76.89,79
6,2023-02-09,89.37,92
7,2023-02-09,71.8,78
8,2023-02-09,87.48,76
9,2023-02-09,59.58,92
10,2023-02-09,16.02,29
11,2023-02-09,19.65,66
12,2023-02-09,98.73,99
13,2023-02-09,62.08,96
14,2023-02-09,92.66,80
15,2023-02-09,84.5,60
16,2023-02-09,99.38,69
17,2023-02-09,56.68,89
18,2023-02-09,85.82,90
19,2023-02-09,12.28,79
20,2023-02-09,22.5,79
1,2023-02-10,44.59,86
2,2023-02-10,92.23,12
3,2023-02-10,34.71,6
4,2023-02-10,49.21,87
5,2023-02-10,76.89,77
6,2023-02-10,86.47,87
7,2023-02-10,72.28,76
8,2023-02-10,87.75,74
9,2023-02-10,59.58,82
10,2023-02-10,16.02,23
11,2023-02-10,21.12,57
12,2023-02-10,105.0,93
13,2023-02-10,63.39,93
14,2023-02-10,91.68,78
15,2023-02-10,84.5,54
16,2023-02-10,100.29,59
17,2023-02-10,49.46,88
18,2023-02-10,80.64,82
19,2023-02-10,12.33,72
20,2023-02-10,22.5,72
1,2023-02-11,44.47,78
2,2023-02-11,103.36,4
3,2023-02-11,31.33,100
4,2023-02-11,56.49,79
5,2023-02-11,67.26,72
6,2023-02-11,87.81,81
7,2023-02-11,70.99,70
8,2023-02-11,87.75,73
9,2023-02-11,59.58,73
10,2023-02-11,16.18,17
11,2023-02-11,20.38,55
12,2023-02-11,96.3,88
13,2023-02-11,54.27,91
14,2023-02-11,83.13,74
15,2023-02-11,84.5,49
16,2023-02-11,91.8,52
17,2023-02-11,56.52,87
18,2023-02-11,69.8,79
19,2023-02-11,12.33,63
20,2023-02-11,22.5,64
1,2023-02-12,44.59,73
2,2023-02-12,99.24,100
3,2023-02-12,28.02,92
4,2023-02-12,47.03,71
5,2023-02-12,76.89,71
6,2023-02-12,97.05,79
7,2023-02-12,71.94,65
8,2023-02-12,87.75,64
9,2023-02-12,59.58,69
10,2023-02-12,16.02,13
11,2023-02-12,21.29,49
12,2023-02-12,96.3,84
13,2023-02-12,58.8,88
14,2023-02-12,91.68,65
15,2023-02-12,84.5,41
16,2023-02-12,98.42,43
17,2023-02-12,52.32,85
18,2023-02-12,80.64,74
19,2023-02-12,14.1,57
20,2023-02-12,23.65,54
1,2023-02-13,44.59,68
2,2023-02-13,99.24,92
3,2023-02-13,36.98,91
4,2023-02-13,49.24,68
5,2023-02-13,71.27,61
6,2023-02-13,89.37,78
7,2023-02-13,64.19,64
8,2023-02-13,95.95,60
9,2023-02-13,56.13,64
10,2023-02-13,16.02,7
11,2023-02-13,21.95,44
12,2023-02-13,96.3,83
13,2023-02-13,62.86,85
14,2023-02-13,86.65,55
15,2023-02-13,84.5,32
16,2023-02-13,97.38,35
17,2023-02-13,52.8,83
18,2023-02-13,83.87,72
19,2023-02-13,11.65,48
20,2023-02-13,25.1,47
1,2023-02-14,44.59,60
2,2023-02-14,84.39,83
3,2023-02-14,33.08,84
4,2023-02-14,49.21,65
5,2023-02-14,76.89,54
6,2023-02-14,83.59,71
7,2023-02-14,64.19,58
8,2023-02-14,89.69,53
9,2023-02-14,59.58,59
10,2023-02-14,14.53,100
11,2023-02-14,21.95,40
12,2023-02-14,99.59,79
13,2023-02-14,58.8,78
14,2023-02-14,91.68,54
15,2023-02-14,84.5,29
16,2023-02-14,97.38,26
17,2023-02-14,52.14,78
18,2023-02-14,80.64,64
19,2023-02-14,13.03,39
20,2023-02-14,21.02,39
1,2023-02-15,44.59,51
2,2023-02-15,89.79,79
3,2023-02-15,32.34,81
4,2023-02-15,43.58,62
5,2023-02-15,83.77,52
6,2023-02-15,89.37,65
7,2023-02-15,61.71,57
8,2023-02-15,87.75,48
9,2023-02-15,62.86,51
10,2023-02-15,14.96,99
11,2023-02-15,19.27,31
12,2023-02-15,97.42,76
13,2023-02-15,55.89,75
14,2023-02-15,91.68,44
15,2023-02-15,84.5,22
16,2023-02-15,89.34,22
17,2023-02-15,49.46,73
18,2023-02-15,80.64,60
19,2023-02-15,12.45,29
20,2023-02-15,19.22,29
1,2023-02-16,44.59,50
2,2023-02-16,99.24,75
3,2023-02-16,36.57,72
4,2023-02-16,49.21,52
5,2023-02-16,87.3,50
6,2023-02-16,84.93,59
7,2023-02-16,60.29,56
8,2023-02-16,87.75,40
9,2023-02-16,59.58,41
